585	YAL037W	chrI	+	74020	74824	74020	74824	1	74020,	74824,	P39728
585	YAL036C	chrI	-	75043	76153	75043	76153	1	75043,	76153,	P39729
585	YAL035W	chrI	+	76427	79436	76427	79436	1	76427,	79436,	P39730
585	YAL034C-B	chrI	-	79489	79843	79489	79843	1	79489,	79843,	n/a
585	YAL034W-A	chrI	+	79718	80588	79718	80588	1	79718,	80588,	P39731
585	YAL034C	chrI	-	80710	81952	80710	81952	1	80710,	81952,	P28003
585	YAL033W	chrI	+	82706	83228	82706	83228	1	82706,	83228,	P28005
585	YAL032C	chrI	-	83335	84475	83335	84475	1	83335,	84475,	P28004
585	YAL031W-A	chrI	+	84669	84978	84669	84978	1	84669,	84978,	n/a
585	YAL031C	chrI	-	84749	87032	84749	87032	1	84749,	87032,	P39732
585	YAL030W	chrI	+	87286	87753	87286	87753	2	87286,87501,	87388,87753,	P31109
585	YAL029C	chrI	-	87855	92271	87855	92271	1	87855,	92271,	P32492
585	YAL028W	chrI	+	92900	94487	92900	94487	1	92900,	94487,	P39734
585	YAL027W	chrI	+	94687	95473	94687	95473	1	94687,	95473,	P39735
585	YAL026C-A	chrI	-	95386	95824	95386	95824	1	95386,	95824,	n/a
585	YAL026C	chrI	-	95630	99698	95630	99698	1	95630,	99698,	P39524
585	YAL025C	chrI	-	100225	101146	100225	101146	1	100225,	101146,	P10962
585	YAL024C	chrI	-	101565	105873	101565	105873	1	101565,	105873,	P07866
585	YAL023C	chrI	-	106272	108552	106272	108552	1	106272,	108552,	P31382
585	YAL022C	chrI	-	108877	110431	108877	110431	1	108877,	110431,	P31381
585	YAL021C	chrI	-	110846	113360	110846	113360	1	110846,	113360,	P31384
585	YAL020C	chrI	-	113614	114616	113614	114616	1	113614,	114616,	P31386
585	YAL019W-A	chrI	+	114250	114820	114250	114820	1	114250,	114820,	n/a
585	YAL019W	chrI	+	114919	118315	114919	118315	1	114919,	118315,	P31380
585	YAL018C	chrI	-	118564	119542	118564	119542	1	118564,	119542,	P31379
585	YAL017W	chrI	+	120225	124296	120225	124296	1	120225,	124296,	P31374
585	YAL016C-B	chrI	-	124307	124493	124307	124493	1	124307,	124493,	n/a
585	YAL016C-A	chrI	-	124755	125070	124755	125070	1	124755,	125070,	n/a
585	YAL016W	chrI	+	124879	126787	124879	126787	1	124879,	126787,	P31383
585	YAL015C	chrI	-	126903	128103	126903	128103	1	126903,	128103,	P31378
585	YAL014C	chrI	-	128252	129020	128252	129020	1	128252,	129020,	P31377
585	YAL013W	chrI	+	129270	130533	129270	130533	1	129270,	130533,	P31385
73	YAL012W	chrI	+	130801	131986	130801	131986	1	130801,	131986,	P31373
586	YAL011W	chrI	+	132201	134079	132201	134079	1	132201,	134079,	P31376
586	YAL010C	chrI	-	134185	135667	134185	135667	1	134185,	135667,	P18409
586	YAL009W	chrI	+	135855	136635	135855	136635	1	135855,	136635,	P18410
586	YAL008W	chrI	+	136915	137512	136915	137512	1	136915,	137512,	P18411
586	YAL007C	chrI	-	137699	138347	137699	138347	1	137699,	138347,	P39704
586	YAL005C	chrI	-	139504	141433	139504	141433	1	139504,	141433,	P10591
586	YAL004W	chrI	+	140761	141409	140761	141409	1	140761,	141409,	n/a
586	YAL003W	chrI	+	142175	143162	142175	143162	2	142175,142621,	142255,143162,	P32471
586	YAL002W	chrI	+	143708	147533	143708	147533	1	143708,	147533,	P39702
586	YAL001C	chrI	-	147595	151168	147595	151168	2	147595,151098,	151008,151168,	P34111
586	YAR002W	chrI	+	152258	153878	152258	153878	1	152258,	153878,	P39705
586	YAR002C-A	chrI	-	154066	154726	154066	154726	1	154066,	154726,	Q05359
586	YAR003W	chrI	+	155006	156287	155006	156287	1	155006,	156287,	P39706
586	YAR007C	chrI	-	156755	158621	156755	158621	1	156755,	158621,	P22336
586	YAR008W	chrI	+	158966	159794	158966	159794	1	158966,	159794,	P39707
586	YAR009C	chrI	-	160597	164188	160597	164188	1	160597,	164188,	O13527
586	YAR010C	chrI	-	164544	165867	164544	165867	1	164544,	165867,	O13528
586	YAR014C	chrI	-	166742	168866	166742	168866	1	166742,	168866,	P27637
586	YAR015W	chrI	+	169369	170290	169369	170290	1	169369,	170290,	P27616
586	YAR018C	chrI	-	170390	171698	170390	171698	1	170390,	171698,	P22209
586	YAR019C	chrI	-	172208	175133	172208	175133	1	172208,	175133,	P27636
586	YAR019W-A	chrI	+	174995	175340	174995	175340	1	174995,	175340,	n/a
586	YAR020C	chrI	-	176853	177021	176853	177021	1	176853,	177021,	P39545
586	YAR023C	chrI	-	179278	179818	179278	179818	1	179278,	179818,	P39546
586	YAR027W	chrI	+	183763	184471	183763	184471	1	183763,	184471,	P39547
586	YAR028W	chrI	+	184885	185590	184885	185590	1	184885,	185590,	P39548
586	YAR029W	chrI	+	186314	186539	186314	186539	1	186314,	186539,	P39549
586	YAR030C	chrI	-	186505	186847	186505	186847	1	186505,	186847,	n/a
586	YAR031W	chrI	+	186829	187726	186829	187726	1	186829,	187726,	P39551
586	YAR033W	chrI	+	188100	188805	188100	188805	1	188100,	188805,	P39552
586	YAR035W	chrI	+	190186	192250	190186	192250	1	190186,	192250,	P80235
586	YAR035C-A	chrI	-	192330	192411	192330	192411	1	192330,	192411,	Q8TGV0
586	YAR042W	chrI	+	192612	196179	192612	196179	1	192612,	196179,	P35845
586	YAR047C	chrI	-	201459	201780	201459	201780	1	201459,	201780,	n/a
586	YAR050W	chrI	+	203393	208007	203393	208007	1	203393,	208007,	P32768
586	YAR053W	chrI	+	208357	208654	208357	208654	1	208357,	208654,	n/a
586	YAR060C	chrI	-	217147	217483	217147	217483	1	217147,	217483,	n/a
586	YAR061W	chrI	+	218130	218334	218130	218334	1	218130,	218334,	P39561
586	YAR062W	chrI	+	218539	219136	218539	219136	1	218539,	219136,	P38896
586	YAR064W	chrI	+	220188	220488	220188	220488	1	220188,	220488,	P39563
586	YAR066W	chrI	+	221039	221651	221039	221651	1	221039,	221651,	P38897
586	YAR068W	chrI	+	222396	222882	222396	222882	1	222396,	222882,	P39564
586	YAR069C	chrI	-	224001	224295	224001	224295	1	224001,	224295,	n/a
586	YAR070C	chrI	-	224553	224853	224553	224853	1	224553,	224853,	n/a
586	YAR071W	chrI	+	225450	226854	225450	226854	1	225450,	226854,	P35842
586	YAR073W	chrI	+	227732	228944	227732	228944	1	227732,	228944,	n/a
586	YAR075W	chrI	+	228834	229308	228834	229308	1	228834,	229308,	n/a
585	YBL113C	chrII	-	279	2658	279	2658	1	279,	2658,	Q7M4S9
585	YBL113W-A	chrII	+	645	1128	645	1128	1	645,	1128,	n/a
585	YBL112C	chrII	-	2581	2899	2581	2899	1	2581,	2899,	Q3E7Y4
585	YBL111C	chrII	-	2906	5009	2906	5009	2	2906,4215,	4116,5009,	Q3E7Y5
585	YBL109W	chrII	+	5789	6125	5789	6125	1	5789,	6125,	n/a
585	YBL108C-A	chrII	-	7604	7733	7604	7733	1	7604,	7733,	Q3E770
585	YBL108W	chrII	+	8176	8482	8176	8482	1	8176,	8482,	n/a
585	YBL107W-A	chrII	+	9267	9372	9267	9372	1	9267,	9372,	n/a
585	YBL107C	chrII	-	9960	10551	9960	10551	1	9960,	10551,	P38162
585	YBL106C	chrII	-	10846	13879	10846	13879	1	10846,	13879,	P38163
585	YBL105C	chrII	-	14240	17696	14240	17696	1	14240,	17696,	P24583
585	YBL104C	chrII	-	18176	21293	18176	21293	1	18176,	21293,	P38164
585	YBL103C	chrII	-	22074	23535	22074	23535	1	22074,	23535,	P38165
585	YBL102W	chrII	+	24097	24745	24097	24745	1	24097,	24745,	P38166
585	YBL101C	chrII	-	24945	28299	24945	28299	1	24945,	28299,	P38167
585	YBL100W-C	chrII	+	28426	28546	28426	28546	1	28426,	28546,	P0C269
585	YBL100W-B	chrII	+	29931	35245	29931	35245	2	29931,31225,	31224,35245,	Q12491
585	YBL100W-A	chrII	+	29931	31248	29931	31248	1	29931,	31248,	Q12260
585	YBL100C	chrII	-	36985	37300	36985	37300	1	36985,	37300,	n/a
585	YBL099W	chrII	+	37049	38687	37049	38687	1	37049,	38687,	P07251
585	YBL098W	chrII	+	39141	40524	39141	40524	1	39141,	40524,	P38169
585	YBL097W	chrII	+	40827	43092	40827	43092	1	40827,	43092,	P38170
585	YBL096C	chrII	-	43170	43479	43170	43479	1	43170,	43479,	n/a
585	YBL095W	chrII	+	43273	44086	43273	44086	1	43273,	44086,	P38172
585	YBL094C	chrII	-	43761	44094	43761	44094	1	43761,	44094,	n/a
585	YBL093C	chrII	-	44252	44915	44252	44915	1	44252,	44915,	P25046
585	YBL092W	chrII	+	45641	46367	45974	46367	1	45641,	46367,	P38061
585	YBL091C-A	chrII	-	46561	47177	46561	47177	2	46561,47143,	47055,47177,	Q6Q595
585	YBL091C	chrII	-	47359	48625	47359	48625	1	47359,	48625,	P38174
585	YBL090W	chrII	+	48821	49355	48821	49355	1	48821,	49355,	P38175
585	YBL089W	chrII	+	49570	50950	49570	50950	1	49570,	50950,	P38176
585	YBL088C	chrII	-	51015	59379	51015	59379	1	51015,	59379,	P38110
585	YBL087C	chrII	-	59817	60735	59817	60735	2	59817,60693,	60189,60735,	P04451
585	YBL086C	chrII	-	61198	62599	61198	62599	1	61198,	62599,	P38177
585	YBL085W	chrII	+	63872	66815	63872	66815	1	63872,	66815,	P38041
585	YBL084C	chrII	-	67165	69442	67165	69442	1	67165,	69442,	P38042
585	YBL083C	chrII	-	69709	70135	69709	70135	1	69709,	70135,	n/a
585	YBL082C	chrII	-	69747	71124	69747	71124	1	69747,	71124,	P38179
585	YBL081W	chrII	+	71862	72969	71862	72969	1	71862,	72969,	P38180
585	YBL080C	chrII	-	73066	74692	73066	74692	1	73066,	74692,	P33893
585	YBL079W	chrII	+	75255	79764	75255	79764	1	75255,	79764,	P38181
585	YBL078C	chrII	-	80374	80728	80374	80728	1	80374,	80728,	P38182
585	YBL077W	chrII	+	80894	81326	80894	81326	1	80894,	81326,	n/a
585	YBL076C	chrII	-	81040	84259	81040	84259	1	81040,	84259,	P09436
585	YBL075C	chrII	-	84496	86446	84496	86446	1	84496,	86446,	P09435
585	YBL074C	chrII	-	86719	87787	86719	87787	1	86719,	87787,	P32357
585	YBL073W	chrII	+	87643	87955	87643	87955	1	87643,	87955,	n/a
585	YBL072C	chrII	-	88520	89438	88520	89123	2	88520,89130,	89123,89438,	P05754
585	YBL071C-B	chrII	-	89455	89554	89455	89554	1	89455,	89554,	Q8TGU8
585	YBL071W-A	chrII	+	89975	90224	89975	90224	1	89975,	90224,	Q3E840
585	YBL071C	chrII	-	90220	90529	90220	90529	1	90220,	90529,	n/a
585	YBL070C	chrII	-	90602	90923	90602	90923	1	90602,	90923,	n/a
585	YBL069W	chrII	+	90738	92028	90738	92028	1	90738,	92028,	P35183
585	YBL068W-A	chrII	+	91791	92028	91791	92028	1	91791,	92028,	n/a
585	YBL068W	chrII	+	92411	93395	92411	93395	1	92411,	93395,	P38063
585	YBL067C	chrII	-	93640	95884	93640	95884	1	93640,	95884,	P38187
585	YBL066C	chrII	-	96670	100117	96670	100117	1	96670,	100117,	P34228
585	YBL065W	chrII	+	99964	100309	99964	100309	1	99964,	100309,	n/a
585	YBL064C	chrII	-	100372	101158	100372	101158	1	100372,	101158,	P34227
585	YBL063W	chrII	+	101887	105223	101887	105223	1	101887,	105223,	P28742
585	YBL062W	chrII	+	105309	105690	105309	105690	1	105309,	105690,	n/a
585	YBL061C	chrII	-	105317	107408	105317	107408	1	105317,	107408,	P34226
585	YBL060W	chrII	+	107933	109997	107933	109997	1	107933,	109997,	P34225
585	YBL059C-A	chrII	-	110126	110541	110126	110541	2	110126,110507,	110422,110541,	Q3E7A4
585	YBL059W	chrII	+	110595	111246	110595	111246	2	110595,110950,	110881,111246,	P34224
585	YBL058W	chrII	+	111438	112710	111438	112710	1	111438,	112710,	P34223
585	YBL057C	chrII	-	112802	113447	112802	113447	1	112802,	113447,	P34222
585	YBL056W	chrII	+	113764	115171	113764	115171	1	113764,	115171,	P34221
585	YBL055C	chrII	-	115575	116832	115575	116832	1	115575,	116832,	P34220
585	YBL054W	chrII	+	117591	119169	117591	119169	1	117591,	119169,	P34219
585	YBL053W	chrII	+	119337	119712	119337	119712	1	119337,	119712,	n/a
585	YBL052C	chrII	-	119381	121877	119381	121877	1	119381,	121877,	P34218
585	YBL051C	chrII	-	122755	124762	122755	124762	1	122755,	124762,	P34217
585	YBL050W	chrII	+	125127	126122	125127	126122	2	125127,125273,	125157,126122,	P32602
585	YBL049W	chrII	+	126830	127247	126830	127247	1	126830,	127247,	P38191
585	YBL048W	chrII	+	127301	127613	127301	127613	1	127301,	127613,	n/a
73	YBL047C	chrII	-	127897	132043	127897	132043	1	127897,	132043,	P34216
586	YBL046W	chrII	+	132426	133752	132426	133752	1	132426,	133752,	P38193
586	YBL045C	chrII	-	134145	135519	134145	135519	1	134145,	135519,	P07256
586	YBL044W	chrII	+	136000	136369	136000	136369	1	136000,	136369,	P38194
586	YBL043W	chrII	+	136690	137464	136690	137464	1	136690,	137464,	P38195
586	YBL042C	chrII	-	138343	140263	138343	140263	1	138343,	140263,	P38196
586	YBL041W	chrII	+	141249	141975	141249	141975	1	141249,	141975,	P23724
586	YBL040C	chrII	-	142114	142871	142114	142871	2	142114,142849,	142752,142871,	P18414
586	YBL039W-B	chrII	+	143395	143575	143395	143575	1	143395,	143575,	P0C268
586	YBL039C	chrII	-	143991	145731	143991	145731	1	143991,	145731,	P28274
586	YBL039C-A	chrII	-	144950	145034	144950	145034	1	144950,	145034,	n/a
586	YBL038W	chrII	+	146189	146888	146189	146888	1	146189,	146888,	P38064
586	YBL037W	chrII	+	147211	150289	147211	150289	1	147211,	150289,	P38065
586	YBL036C	chrII	-	150449	151223	150449	151223	1	150449,	151223,	P38197
586	YBL035C	chrII	-	151495	153613	151495	153613	1	151495,	153613,	P38121
586	YBL034C	chrII	-	153850	158392	153850	158392	1	153850,	158392,	P38198
586	YBL033C	chrII	-	158658	159696	158658	159696	1	158658,	159696,	P38066
586	YBL032W	chrII	+	160186	161332	160186	161332	1	160186,	161332,	P38199
586	YBL031W	chrII	+	161701	162718	161701	162718	1	161701,	162718,	P38200
586	YBL030C	chrII	-	163043	164000	163043	164000	1	163043,	164000,	P18239
586	YBL029C-A	chrII	-	164490	164775	164490	164775	1	164490,	164775,	Q3E756
586	YBL029W	chrII	+	166136	167267	166136	167267	1	166136,	167267,	P38201
586	YBL028C	chrII	-	167520	167841	167520	167841	1	167520,	167841,	P38202
586	YBL027W	chrII	+	168425	169379	168425	169379	2	168425,168811,	168427,169379,	P05735
586	YBL026W	chrII	+	170625	171041	170625	171041	2	170625,170807,	170679,171041,	P38203
586	YBL025W	chrII	+	171483	171921	171483	171921	1	171483,	171921,	P38204
586	YBL024W	chrII	+	172536	174591	172536	174591	1	172536,	174591,	P38205
586	YBL023C	chrII	-	174922	177529	174922	177529	1	174922,	177529,	P29469
586	YBL022C	chrII	-	177876	181278	177876	181278	1	177876,	181278,	P36775
586	YBL021C	chrII	-	181662	182097	181662	182097	1	181662,	182097,	P13434
586	YBL020W	chrII	+	182403	184128	182403	184128	1	182403,	184128,	P38206
586	YBL019W	chrII	+	184355	185918	184355	185918	1	184355,	185918,	P38207
586	YBL018C	chrII	-	186000	186477	186000	186477	2	186000,186430,	186355,186477,	P38208
586	YBL017C	chrII	-	186846	191586	186846	191586	1	186846,	191586,	P32319
586	YBL016W	chrII	+	192453	193515	192453	193515	1	192453,	193515,	P16892
586	YBL015W	chrII	+	194124	195705	194124	195705	1	194124,	195705,	P32316
586	YBL014C	chrII	-	199066	201751	199066	201751	1	199066,	201751,	P32786
586	YBL013W	chrII	+	202058	203264	202058	203264	1	202058,	203264,	P32785
586	YBL012C	chrII	-	203408	203810	203408	203810	1	203408,	203810,	n/a
586	YBL011W	chrII	+	203540	205820	203540	205820	1	203540,	205820,	P32784
586	YBL010C	chrII	-	206109	206952	206109	206952	1	206109,	206952,	P32788
586	YBL009W	chrII	+	207196	209227	207196	209227	1	207196,	209227,	P32789
586	YBL008W-A	chrII	+	209411	209651	209411	209651	1	209411,	209651,	Q3E821
586	YBL008W	chrII	+	209655	212178	209655	212178	1	209655,	212178,	P32479
586	YBL007C	chrII	-	212634	216369	212634	216369	1	212634,	216369,	P32790
586	YBL006C	chrII	-	216589	217132	216589	217132	1	216589,	217132,	P38210
586	YBL006W-A	chrII	+	216713	216863	216713	216863	1	216713,	216863,	n/a
586	YBL005W	chrII	+	217472	220403	217472	220403	1	217472,	220403,	P33200
586	YBL005W-B	chrII	+	221332	226601	221332	226601	2	221332,222638,	222637,226601,	Q12490
586	YBL005W-A	chrII	+	221332	222655	221332	222655	1	221332,	222655,	Q12266
586	YBL004W	chrII	+	227638	235120	227638	235120	1	227638,	235120,	P35194
586	YBL003C	chrII	-	235396	235795	235396	235795	1	235396,	235795,	P04912
586	YBL002W	chrII	+	236494	236890	236494	236890	1	236494,	236890,	P02294
586	YBL001C	chrII	-	237154	237469	237154	237469	1	237154,	237469,	P35195
586	YBR001C	chrII	-	238942	241285	238942	241285	1	238942,	241285,	P35172
586	YBR002C	chrII	-	241709	242570	241709	242570	1	241709,	242570,	P35196
586	YBR003W	chrII	+	242810	244232	242810	244232	1	242810,	244232,	P18900
586	YBR004C	chrII	-	244367	245669	244367	245669	1	244367,	245669,	P38211
586	YBR005W	chrII	+	245907	246549	245907	246549	1	245907,	246549,	P38212
586	YBR006W	chrII	+	247011	248505	247011	248505	1	247011,	248505,	P38067
586	YBR007C	chrII	-	248806	251017	248806	251017	1	248806,	251017,	P38213
586	YBR008C	chrII	-	252563	254210	252563	254210	1	252563,	254210,	P38124
586	YBR009C	chrII	-	255370	255682	255370	255682	1	255370,	255682,	P02309
586	YBR010W	chrII	+	256328	256739	256328	256739	1	256328,	256739,	P61830
586	YBR011C	chrII	-	257109	257973	257109	257973	1	257109,	257973,	P00817
586	YBR012C	chrII	-	259144	259564	259144	259564	1	259144,	259564,	n/a
73	YBR012W-B	chrII	+	259866	265138	259866	265138	2	259866,261172,	261171,265138,	Q12193
586	YBR012W-A	chrII	+	259866	261189	259866	261189	1	259866,	261189,	Q12217
587	YBR013C	chrII	-	265489	265879	265489	265879	1	265489,	265879,	P38215
587	YBR014C	chrII	-	266724	267336	266724	267336	1	266724,	267336,	P38068
587	YBR015C	chrII	-	267709	269503	267709	269503	1	267709,	269503,	P38069
587	YBR016W	chrII	+	270246	270633	270246	270633	1	270246,	270633,	P38216
587	YBR017C	chrII	-	270946	273703	270946	273703	1	270946,	273703,	P38217
587	YBR018C	chrII	-	274426	275527	274426	275527	1	274426,	275527,	P08431
587	YBR019C	chrII	-	276252	278352	276252	278352	1	276252,	278352,	P04397
587	YBR020W	chrII	+	279020	280607	279020	280607	1	279020,	280607,	P04385
587	YBR021W	chrII	+	281442	283344	281442	283344	1	281442,	283344,	P05316
587	YBR022W	chrII	+	283737	284271	283737	284271	1	283737,	284271,	P38218
587	YBR023C	chrII	-	284427	287925	284427	287925	1	284427,	287925,	P29465
587	YBR024W	chrII	+	289444	290350	289444	290350	1	289444,	290350,	P38072
587	YBR025C	chrII	-	290680	291865	290680	291865	1	290680,	291865,	P38219
587	YBR026C	chrII	-	292876	294019	292876	294019	1	292876,	294019,	P38071
587	YBR027C	chrII	-	294023	294356	294023	294356	1	294023,	294356,	n/a
587	YBR028C	chrII	-	294424	296002	294424	296002	1	294424,	296002,	P38070
587	YBR029C	chrII	-	296368	297742	296368	297742	1	296368,	297742,	P38221
587	YBR030W	chrII	+	298291	299950	298291	299950	1	298291,	299950,	P38222
587	YBR031W	chrII	+	300165	301254	300165	301254	1	300165,	301254,	P10664
587	YBR032W	chrII	+	301518	301821	301518	301821	1	301518,	301821,	n/a
587	YBR033W	chrII	+	301943	304703	301943	304703	1	301943,	304703,	P38073
587	YBR034C	chrII	-	304929	305976	304929	305976	1	304929,	305976,	P38074
587	YBR035C	chrII	-	306268	306955	306268	306955	1	306268,	306955,	P38075
587	YBR036C	chrII	-	309080	310313	309080	310313	1	309080,	310313,	P35206
587	YBR037C	chrII	-	310563	311451	310563	311451	1	310563,	311451,	P23833
587	YBR038W	chrII	+	311896	314788	311896	314788	1	311896,	314788,	P14180
587	YBR039W	chrII	+	315574	316510	315574	316510	1	315574,	316510,	P38077
587	YBR040W	chrII	+	316967	317864	316967	317864	1	316967,	317864,	P38224
587	YBR041W	chrII	+	318265	320275	318265	320275	1	318265,	320275,	P38225
587	YBR042C	chrII	-	320415	321609	320415	321609	1	320415,	321609,	P38226
587	YBR043C	chrII	-	321875	323945	321875	323945	1	321875,	323945,	P38227
587	YBR044C	chrII	-	324336	326058	324336	326058	1	324336,	326058,	P38228
587	YBR045C	chrII	-	328368	330090	328368	330090	1	328368,	330090,	P38229
587	YBR046C	chrII	-	330504	331509	330504	331509	1	330504,	331509,	P38230
587	YBR047W	chrII	+	331830	332358	331830	332358	1	331830,	332358,	P38231
587	YBR048W	chrII	+	332828	333810	332828	333810	2	332828,333384,	332873,333810,	P26781
587	YBR049C	chrII	-	334383	336816	334383	336816	1	334383,	336816,	P21538
587	YBR050C	chrII	-	337180	338197	337180	338197	1	337180,	338197,	P38232
587	YBR051W	chrII	+	337985	338336	337985	338336	1	337985,	338336,	n/a
587	YBR052C	chrII	-	338717	339350	338717	339350	1	338717,	339350,	P38234
587	YBR053C	chrII	-	339672	340749	339672	340749	1	339672,	340749,	P38235
587	YBR054W	chrII	+	343098	344133	343098	344133	1	343098,	344133,	P38079
587	YBR055C	chrII	-	344599	347299	344599	347299	1	344599,	347299,	P19735
587	YBR056W	chrII	+	347876	349382	347876	349382	1	347876,	349382,	P38081
587	YBR056W-A	chrII	+	351252	351453	351252	351453	1	351252,	351453,	n/a
587	YBR056C-B	chrII	-	351290	351449	351290	351449	1	351290,	351449,	n/a
587	YBR057C	chrII	-	352190	353291	352190	353291	1	352190,	353291,	P38236
587	YBR058C	chrII	-	353669	356015	353669	356015	1	353669,	356015,	P38237
587	YBR058C-A	chrII	-	356321	356564	356321	356564	1	356321,	356564,	Q3E790
587	YBR059C	chrII	-	356858	360185	356858	360185	1	356858,	360185,	P38080
587	YBR060C	chrII	-	360649	362512	360649	362512	1	360649,	362512,	P32833
587	YBR061C	chrII	-	364784	365717	364784	365717	1	364784,	365717,	P38238
587	YBR062C	chrII	-	365973	366598	365973	366598	2	365973,366582,	366500,366598,	P38239
587	YBR063C	chrII	-	366967	368182	366967	368182	1	366967,	368182,	P38083
587	YBR064W	chrII	+	367760	368189	367760	368189	1	367760,	368189,	n/a
587	YBR065C	chrII	-	368581	369676	368581	369676	1	368581,	369676,	P38241
587	YBR066C	chrII	-	370034	370697	370034	370697	1	370034,	370697,	P38082
587	YBR067C	chrII	-	372099	372732	372099	372732	1	372099,	372732,	P27654
587	YBR068C	chrII	-	373857	375687	373857	375687	1	373857,	375687,	P38084
587	YBR069C	chrII	-	376570	378430	376570	378430	1	376570,	378430,	P38085
587	YBR070C	chrII	-	379217	379931	379217	379931	1	379217,	379931,	P38242
587	YBR071W	chrII	+	380407	381043	380407	381043	1	380407,	381043,	P38243
587	YBR072W	chrII	+	382026	382671	382026	382671	1	382026,	382671,	P15992
587	YBR072C-A	chrII	-	382854	383016	382854	383016	1	382854,	383016,	Q3E794
587	YBR073W	chrII	+	383208	385983	383208	385983	1	383208,	385983,	P38086
587	YBR074W	chrII	+	386280	389211	386280	389211	1	386280,	389211,	P38244
587	YBR076W	chrII	+	390368	391388	390368	391388	1	390368,	391388,	P38246
587	YBR076C-A	chrII	-	391344	391611	391344	391611	1	391344,	391611,	n/a
587	YBR077C	chrII	-	391798	392287	391798	392287	1	391798,	392287,	P38247
73	YBR078W	chrII	+	393117	394854	393117	394854	2	393117,393505,	393175,394854,	P38248
588	YBR079C	chrII	-	395376	398271	395376	398271	1	395376,	398271,	P38249
588	YBR080C	chrII	-	398607	400884	398607	400884	1	398607,	400884,	P18759
588	YBR081C	chrII	-	401246	405245	401246	405245	1	401246,	405245,	P35177
588	YBR082C	chrII	-	406621	407163	406621	407163	2	406621,407116,	407021,407163,	P15731
